file,segment,rms_acc,peak_acc,rms_vel,peak_vel,inc_deg,inc_loc,damp,damp_loc
G7_P5_case72.mat,1,0.547463815804529,0.637540207794331,0.630698177702773,1.09202983369022,4,4,0,0
G7_P5_case72.mat,2,0.545803315155418,0.562085209286376,0.629910185853969,1.090434505216,4,4,0,0
G7_P5_case72.mat,3,0.546294470669355,0.56157409174541,0.630311563864328,1.09141216185755,4,4,0,0
G7_P5_case72.mat,4,0.546614529445823,0.571657582660102,0.630772252912222,1.09203009026415,4,4,0,0
G7_P5_case72.mat,5,0.547408001631339,0.560752606890678,0.631066779307475,1.09361504078694,4,4,0,0
G7_P5_case72.mat,6,0.547747451183486,0.567831232894132,0.632306520247051,1.09428665701071,4,4,0,0
G7_P5_case72.mat,7,0.540984642476821,0.61654566131692,0.620341949429013,1.07965464901414,4,4,0,0
G7_P5_case72.mat,8,0.556614118249551,1,0.642011108884353,1.10642804493618,4,4,0,0
G7_P5_case72.mat,9,0.547290829502784,0.554513760247872,0.631413780400425,1.09343310060569,4,4,0,0
G7_P5_case72.mat,10,0.547534470712865,0.558296135174329,0.631647294872552,1.09388886892448,4,4,0,0
G7_P5_case72.mat,11,0.548569010643495,0.56513898721679,0.632858200541988,1.09593048549081,4,4,0,0
G7_P5_case72.mat,12,0.549033330600572,0.616466750572683,0.632252118631031,1.09547394580622,4,4,0,0
G7_P5_case72.mat,13,0.559760911114106,0.889557391868533,0.621098655973136,1.0691487635878,4,4,0,0
G7_P5_case72.mat,14,0.543214928697623,1,0.537783483680797,0.982642454528495,4,4,0,0
G7_P5_case72.mat,15,0.548182002191637,0.566136263587838,0.632583733770076,1.09518433880114,4,4,0,0
G7_P5_case72.mat,16,0.548128128412789,0.564816376823612,0.632491035486167,1.09506147888065,4,4,0,0
G7_P5_case72.mat,17,0.5495172697289,0.846112980842364,0.634535714711873,1.09379808074989,4,4,0,0
G7_P5_case72.mat,18,0.554873951335508,0.67908600252439,0.636883220559463,1.10320715840046,4,4,0,0
G7_P5_case73.mat,1,0.151256811533317,0.374440739362742,0.147990041918182,0.197143433201444,0,0,1,4
G7_P5_case73.mat,2,0.154054299407331,0.347535269124469,0.12818332291586,0.213013996848233,0,0,1,4
G7_P5_case73.mat,3,0.11461255631898,0.283733183202567,0.111834111414787,0.195737238671303,0,0,1,4
G7_P5_case73.mat,4,0.0987654549526115,0.138659932543471,0.112900517712981,0.195378341527363,0,0,1,4
G7_P5_case73.mat,5,0.0997013931664621,0.142353584438138,0.114257659875293,0.197470220281526,0,0,1,4
G7_P5_case73.mat,6,0.10103337274675,0.152206476914967,0.11405438727775,0.199252944944135,0,0,1,4
G7_P5_case73.mat,7,0.103280013989559,0.136931914394937,0.118447494516816,0.204924932250693,0,0,1,4
G7_P5_case73.mat,8,0.0965526470116542,0.191523697982442,0.109753959776213,0.175016515773962,0,0,1,4
G7_P5_case73.mat,9,0.16897472182825,1,0.114992893136589,0.218492191344659,0,0,1,4
G7_P5_case73.mat,10,0.100284038168507,0.154383969465185,0.114664539780502,0.198584693461605,0,0,1,4
G7_P5_case73.mat,11,0.099311489774275,0.138727541724179,0.114119429155965,0.197442439342167,0,0,1,4
G7_P5_case73.mat,12,0.10133924927056,0.140520470913263,0.116129269387563,0.200556201031016,0,0,1,4
G7_P5_case73.mat,13,0.103802208564433,0.167424216005194,0.116258067505631,0.201548197702588,0,0,1,4
G7_P5_case73.mat,14,0.118913909356954,0.23738346044497,0.118083854319287,0.205781870169011,0,0,1,4
G7_P5_case73.mat,15,0.186798029142404,1,0.108368797526069,0.192996579104151,0,0,1,4
G7_P5_case73.mat,16,0.101707673386459,0.132734614335994,0.116419347846666,0.202157435642781,0,0,1,4
G7_P5_case73.mat,17,0.104235849142138,0.176655501730841,0.118193982063566,0.204703920462284,0,0,1,4
G7_P5_case73.mat,18,0.10719617005927,0.241061210897159,0.117971640552526,0.204951198769039,0,0,1,4
G7_P5_case73.mat,19,0.202013772824159,0.770002752000574,0.122570109793835,0.211952199325154,0,0,1,4
G7_P5_case73.mat,20,0.191494536450464,0.446595143117908,0.138900929756092,0.231871691044018,0,0,1,4
G8_P5_case82.mat,1,0.193199388040013,0.436171076840707,0.123274482517158,0.269738630812464,3,5,0,0
G8_P5_case82.mat,2,0.177548638516346,0.499710799780923,0.133252304754068,0.246158197612527,3,5,0,0
G8_P5_case82.mat,3,0.14248020669471,0.325136176961055,0.144934749949612,0.253884307771501,3,5,0,0
G8_P5_case82.mat,4,0.131820774941395,0.187941410410254,0.151452108684553,0.26061688545825,3,5,0,0
G8_P5_case82.mat,5,0.127188126983829,0.165027683515784,0.146306650143021,0.252559908455497,3,5,0,0
G8_P5_case82.mat,6,0.130088066860882,0.172768099514049,0.149104850925951,0.257909894370301,3,5,0,0
G8_P5_case82.mat,7,0.128249340052349,0.163316065199422,0.147179324879761,0.2548285890811,3,5,0,0
G8_P5_case82.mat,8,0.150615119305633,0.301126059891586,0.15567443479084,0.287334545199551,3,5,0,0
G8_P5_case82.mat,9,0.19085863646746,1,0.140087833539516,0.232941302281308,3,5,0,0
G8_P5_case82.mat,10,0.128368655797005,0.172258350722426,0.147197117067599,0.254947523223538,3,5,0,0
G8_P5_case82.mat,11,0.126844046768382,0.166775618294069,0.145586900382981,0.252246654971943,3,5,0,0
G8_P5_case82.mat,12,0.127738112563846,0.180890226561813,0.146289282890512,0.25206818909976,3,5,0,0
G8_P5_case82.mat,13,0.128715661864866,0.316211241952755,0.144914166859978,0.246301187078783,3,5,0,0
G8_P5_case82.mat,14,0.185758367627973,0.464944890292944,0.139996248682339,0.245870476769575,3,5,0,0
G8_P5_case82.mat,15,0.176442256698208,1,0.151433967635395,0.259062500116397,3,5,0,0
G8_P5_case82.mat,16,0.125061580154924,0.182127794808676,0.144005492460228,0.248224878354362,3,5,0,0
G8_P5_case82.mat,17,0.125097394626646,0.235980805594233,0.142348941070526,0.245650688453896,3,5,0,0
G8_P5_case82.mat,18,0.191973257343045,0.730740152938035,0.136948063301609,0.221425138970498,3,5,0,0
G8_P5_case82.mat,19,0.281470408058255,0.908475806868777,0.159044217067436,0.272280090288033,3,5,0,0
G8_P5_case83.mat,1,0.19852645007231,0.457829181376175,0.050494562114611,0.141632230311292,0,0,1,5
G8_P5_case83.mat,2,0.191343078758668,0.532485024173126,0.0828920263796523,0.151232357614226,0,0,1,5
G8_P5_case83.mat,3,0.125266727779516,0.44014736391397,0.0854155121037559,0.145722439949524,0,0,1,5
G8_P5_case83.mat,4,0.0796099458234407,0.152506433118292,0.0885435881164202,0.152679635612259,0,0,1,5
G8_P5_case83.mat,5,0.0777307884526306,0.128773802730841,0.0873968911894657,0.15040564506764,0,0,1,5
G8_P5_case83.mat,6,0.0765233727270201,0.131161807560706,0.0851280581753083,0.146926374641369,0,0,1,5
G8_P5_case83.mat,7,0.0758273104971341,0.125139758531994,0.0854597652168368,0.146650858291454,0,0,1,5
G8_P5_case83.mat,8,0.100624887789263,0.291544169290531,0.083012730843712,0.160452359805001,0,0,1,5
G8_P5_case83.mat,9,0.180716860840771,1,0.0898889729829462,0.132879614305992,0,0,1,5
G8_P5_case83.mat,10,0.0834331309908012,0.298866347421423,0.0903596814410031,0.154778820971519,0,0,1,5
G8_P5_case83.mat,11,0.0762099217323253,0.142421113701347,0.0851226206205703,0.147180282174783,0,0,1,5
G8_P5_case83.mat,12,0.071111330254951,0.135236679178948,0.0811178129087143,0.137322142048594,0,0,1,5
G8_P5_case83.mat,13,0.0713652381711421,0.249268108712898,0.0668404780303719,0.11594331262477,0,0,1,5
G8_P5_case83.mat,14,0.15089181743201,0.503213260227435,0.0618331577700015,0.111025677309648,0,0,1,5
G8_P5_case83.mat,15,0.147888376994577,1,0.0828595167055375,0.142782578306456,0,0,1,5
G8_P5_case83.mat,16,0.0723870464334746,0.226401547674435,0.0773528749799414,0.13435780304262,0,0,1,5
G8_P5_case83.mat,17,0.0718284322995602,0.14709595056587,0.0783261333037259,0.134011688403414,0,0,1,5
G8_P5_case83.mat,18,0.0794983983898891,0.295624687734502,0.0714494179950938,0.121602713726312,0,0,1,5
G8_P5_case83.mat,19,0.321399058201693,0.98131379848967,0.0799192047559334,0.133839680197913,0,0,1,5
G9_P5_case92.mat,1,0.410920303477265,0.678687369393012,0.473726740247988,0.805179506742091,2,4,0,0
G9_P5_case92.mat,2,0.402146824436698,0.531015452106349,0.461479090180495,0.795294702330605,2,4,0,0
G9_P5_case92.mat,3,0.406765201675725,0.500347652297868,0.467564852600466,0.808376453079351,2,4,0,0
G9_P5_case92.mat,4,0.403729476865265,0.423397751864637,0.465373041198541,0.806465852820938,2,4,0,0
G9_P5_case92.mat,5,0.404249278531021,0.43340154988294,0.466405249319064,0.807398683404274,2,4,0,0
G9_P5_case92.mat,6,0.404026069049202,0.427428742100903,0.466043712950251,0.807050672357559,2,4,0,0
G9_P5_case92.mat,7,0.404594150114215,0.431842245773573,0.466854156920257,0.808133320087857,2,4,0,0
G9_P5_case92.mat,8,0.397352214045518,0.469724895122289,0.463433088395471,0.792870700581755,2,4,0,0
G9_P5_case92.mat,9,0.415178473885926,0.548532432407704,0.476019697008428,0.825325133715598,2,4,0,0
G9_P5_case92.mat,10,0.40410675395148,0.419727891900328,0.466323929330725,0.807350863779539,2,4,0,0
G9_P5_case92.mat,11,0.406152045312202,0.443381856881672,0.468628171711303,0.811298511766325,2,4,0,0
G9_P5_case92.mat,12,0.404643915422846,0.420787455628052,0.466604567501624,0.80836527716343,2,4,0,0
G9_P5_case92.mat,13,0.403595823765538,0.46538619824029,0.46629260869048,0.805828339808714,2,4,0,0
G9_P5_case92.mat,14,0.417952276958352,0.591163587368443,0.469287810437597,0.82196969945593,2,4,0,0
G9_P5_case92.mat,15,0.437883909957899,1,0.431733595311635,0.758622033383041,2,4,0,0
G9_P5_case92.mat,16,0.405119364449874,0.41633257270622,0.467337591934481,0.809364418290012,2,4,0,0
G9_P5_case92.mat,17,0.404839800494859,0.443484176296952,0.467167154502936,0.808683887026865,2,4,0,0
G9_P5_case92.mat,18,0.404925202612227,0.463799647005716,0.467083249051396,0.808512461444009,2,4,0,0
G9_P5_case92.mat,19,0.420112071333579,0.737366155556423,0.468534704612212,0.814784263890637,2,4,0,0
G9_P5_case93.mat,1,0.0601815132347826,0.2805914354602,0.0176151609151038,0.0349462928300594,0,0,1,6
G9_P5_case93.mat,2,0.0388261037376229,0.115305074685098,0.00477930341596953,0.00901185850459787,0,0,1,6
G9_P5_case93.mat,3,0.0194896784127886,0.0636397228965146,0.000585935608558854,0.00157418000859605,0,0,1,6
G9_P5_case93.mat,4,0.00513224550297348,0.0160781612737826,0.000839526923420344,0.00161199378627993,0,0,1,6
G9_P5_case93.mat,5,0.00470816796743713,0.0174051486253211,0.000707799440872307,0.00155432496014123,0,0,1,6
G9_P5_case93.mat,6,0.00438473049739888,0.0148693524524014,0.00091198285572745,0.0016453155454269,0,0,1,6
G9_P5_case93.mat,7,0.0047016762605321,0.01229025122037,0.000773457953252544,0.00153674009990493,0,0,1,6
G9_P5_case93.mat,8,0.0144417177294063,0.0503268496465394,0.00370564167775182,0.0121839288924358,0,0,1,6
G9_P5_case93.mat,9,0.220320427774129,1,0.02090654934528,0.0457553078612627,0,0,1,6
G9_P5_case93.mat,10,0.0200667488725527,0.15420792417965,0.00123580294419678,0.00222426463786333,0,0,1,6
G9_P5_case93.mat,11,0.00661848407654181,0.0336988932116031,0.000632344702161914,0.0011614750113,0,0,1,6
G9_P5_case93.mat,12,0.0100463130409797,0.0351771294670201,0.000821367084156695,0.00198413525296321,0,0,1,6
G9_P5_case93.mat,13,0.0512484369662449,0.145921220437813,0.0014663422100043,0.0044370255010485,0,0,1,6
G9_P5_case93.mat,14,0.0621062796715361,0.168098179976762,0.00236091997788687,0.00389981458884398,0,0,1,6
G9_P5_case93.mat,15,0.0134653600193871,0.0680470894300715,0.000412141713761001,0.00181010341308373,0,0,1,6
G9_P5_case93.mat,16,0.0055503747050448,0.027571947085154,0.000690946046948719,0.000992152354072839,0,0,1,6
G9_P5_case93.mat,17,0.00686388317589256,0.0286611646208379,0.000386138224131824,0.000706461854017855,0,0,1,6
G9_P5_case93.mat,18,0.0104024416198565,0.0490114891937949,0.000573645441281726,0.00220509058935433,0,0,1,6
G9_P5_case93.mat,19,0.0995666909130174,0.310609717457274,0.00508493172643603,0.0141052698588553,0,0,1,6
