file,segment,rms_acc,peak_acc,rms_vel,peak_vel,inc_deg,inc_loc,damp,damp_loc
G0_P5_case_perfect.mat,18,0.0582226234290853,0.307859831058083,0.0382764873598537,0.0648634800107347,0,0,0,0
G0_P5_case_perfect.mat,19,0.335360817751981,1,0.0327528125507768,0.0576560062616491,0,0,0,0
G1_P5_case12.mat,1,0.161502799695127,0.44950997616902,0.125444304833589,0.187767619935572,1,4,0,0
G1_P5_case12.mat,2,0.119570869088162,0.291779858030794,0.117423589301228,0.195177490103265,1,4,0,0
G1_P5_case12.mat,3,0.098151494676588,0.196686690809367,0.108967323827832,0.188333052171004,1,4,0,0
G1_P5_case12.mat,4,0.0957603419735407,0.135040643652289,0.109016087335668,0.189439678319962,1,4,0,0
G1_P5_case12.mat,5,0.0959132560818308,0.148500081713755,0.110230889407529,0.190050762410624,1,4,0,0
G1_P5_case12.mat,6,0.0960471524565008,0.129844595091597,0.109809447937011,0.190127181134101,1,4,0,0
G1_P5_case12.mat,7,0.0955290055688781,0.136927167415527,0.108833629648813,0.188536371901245,1,4,0,0
G1_P5_case12.mat,8,0.0879962395138953,0.268768940041904,0.0951409623226688,0.148272471637709,1,4,0,0
G1_P5_case12.mat,9,0.175111337825433,0.765615960275167,0.145186433257351,0.2373665382279,1,4,0,0
G1_P5_case12.mat,10,0.0943238182062952,0.0989284281064806,0.108977627577878,0.188422507295066,1,4,0,0
G1_P5_case12.mat,11,0.0951815953750166,0.125364763742801,0.109048983255184,0.189081257561626,1,4,0,0
G1_P5_case12.mat,12,0.0969271847295505,0.137623298991143,0.110463623480188,0.191085088927354,1,4,0,0
G1_P5_case12.mat,13,0.104188878270177,0.194597863467466,0.11117915695514,0.193128912429168,1,4,0,0
G1_P5_case12.mat,14,0.188832983945189,1,0.111450773557011,0.188623661649168,1,4,0,0
G1_P5_case12.mat,15,0.130892165551085,0.5118177128092,0.116301777587155,0.200371806118707,1,4,0,0
G1_P5_case12.mat,16,0.0982706397088949,0.128374028284535,0.112220470138266,0.194728322664363,1,4,0,0
G1_P5_case12.mat,17,0.101568847932083,0.150420935542457,0.115670122862739,0.200818731910345,1,4,0,0
G1_P5_case12.mat,18,0.130559646237077,0.568434958900569,0.124818248957511,0.217544902455708,1,4,0,0
G1_P5_case12.mat,19,0.142217153805589,0.357907281725472,0.118544993934004,0.224158118828857,1,4,0,0
G1_P5_case13.mat,1,0.162704384964235,0.513900427284652,0.151195051603391,0.216467028233182,0,0,1,4
